Id,Title,Geography,Geography ISO,Jurisdiction,Citation Reference Number,Responses,At issue,Connected Internal Laws,Connected External Laws,Sectors,Side A,Side B,Side C,Events,Summary
7750,Iten ELC Petition No. 007 of 2022 – Legal Advice Centre T/A Kituo cha Sheria & Anor v. Attorney General and 7 Others,Kenya,KEN, The Environment and Land Court of Iten,"",Adaptation;Mitigation;Loss And Damage,Illchamus and Tugen Communities in Kenya Sue Government for Impacts of Climate Change Flooding in Lake Baringo,"Climate Change Act, 2016|http://climate-laws.org/geographies/kenya/laws/climate-change-act-2016","",Economy-wide,Individuals and Kituo cha Sheria|individual_ngo,Attorney General and Others|government,"",01/01/2022|Filing date||,"Members of Ilchamus and Tugen communities living on the shores of Lake Baringo in Kenya together with Kituo cha Sheria (a Kenyan Human Rights Non-Governmental Organization) have filed a climate change petition being Iten ELC Petition No. 007 of 2022 - Legal Advice Centre T/A Kituo cha Sheria &amp; Anor v Attorney General and 7 Others before the Environment and Land court (ELC) in Iten.<br>The petitioners allege violation of several rights under the Constitution of the Republic of Kenya 2010. Consequently, they seek to enforce climate change duties of public officials under the Climate Change Act No. 11 of 2016 Laws of Kenya and other related constitutional rights under the Constitution of the Republic of Kenya 2010. The Petitioners assert that they are victims of climate change related flooding which has caused massive displacement and loss of life and property.<br>The petitioners contend that the flooding has been caused by hydro-meteorological variables due to climate change. The ELC in Iten allowed an application by the Petitioners requesting the Chief justice and the President of the Supreme Court of Kenya to empanel a three judge ELC bench to hear their case on the failure, neglect and or refusal by several government officials to discharge their obligations under the Climate Change Act 2016.&nbsp;<br><br></div><div>The petitioners seek 12 substantive orders among them, a declaration that relevant government officials failed, refused and or neglected to take precautionary measures to anticipate, prevent or minimise the causes of climate change and mitigate its adverse impacts; a declaration that relevant government officials failed, refused and or neglected to avert, minimise and address effects of climate change suffered by petitioners; an order to compel relevant government officials to rehabilitate, relocate, and restore damaged infrastructure; an order for compensation for climate change damage; and an order for resettlement of flood victims.<br><br>Full case documents will be added as they become available.&nbsp;"
7344,Greenpeace Luxembourg v. Schneider,Luxembourg,LUX,Luxembourg,"",Mitigation,Claimant sought information on Luxembourg's national pension fund's investment in climate-harming industries.,EU Emission Trading Scheme (EU ETS) (Directive 2003/87/EC establishing a scheme for greenhouse gas emission allowance trading within the Community and amending Council Directive 96/61/EC)|http://climate-laws.org/geographies/european-union/laws/eu-emission-trading-scheme-eu-ets-directive-2003-87-ec-establishing-a-scheme-for-greenhouse-gas-emission-allowance-trading-within-the-community-and-amending-council-directive-96-61-ec,"",Economy-wide,Greenpeace Luxembourg|ngo,Minister Schneider|government,"",06/10/2015|Contested decision adopted|The proposal for the establishment and operation of a market stability reserve for the EU GHG emissions trading scheme is adopted.|;04/01/2016|Case opened|The Republic of Poland contested EU decision on the grounds that it affects a Member State's choice between different energy sources and the general structure of its energy supply.|;21/06/2018|Case dismissed|The Court decided to dismiss the action and ordered the Republic of Poland to pay the costs incurred by the European Parliament and the Council of the European Union.|;01/10/2019|First hearing|Court analyzed case for the first time - administrative judge ordered the parties to provide their written positions on the issues raised.|,"In September 2019, Greenpeace Luxembourg brought an action in administrative court against the Luxembourgish Minister of Social Security, Roman Schneider. Greenpeace claims that the Minister failed to respond to an August letter asking for information regarding how Luxembourg's sovereign pension fund planned to align its investments with the objectives of the Paris Agreement, and information on the climate-related financial risks associated with the fund's investments.<br><br></div><div>According to Greenpeace, in December 2019 an administrative judge ruled that the claim was admissible because Minister Schneider failed to comply with his legal obligation to respond to the letter, and the information sought was covered by the Law on Access to Environmental Information. However, the judge found no legal basis for requiring the Minister to comply with the Paris Agreement or to have the climate-related information that Greenpeace requested. Greenpeace reports that in March 2020, the president of the sovereign pension fund promised in a letter addressed to Greenpeace Luxembourg that the fund will deliver a sustainability report in the third quarter of 2020, including a detailed analysis of the carbon footprint and the climate-related financial risks of the fund's investments."
7376,Ruling on Modification to Ethanol Fuel Rule,Mexico,MEX,Supreme Court,610/2019,Mitigation,Whether Mexico's rule increasing the maximum ethanol fuel content is constitutional.,"","",Energy,Mexican government|government,"","",25/12/2019|Case opened;22/01/2020|Case decided,"On January 22, 2020, the Supreme Court of Mexico invalidated an agency action that would have allowed higher ethanol content in gasoline. The Court concluded that the precautionary principle and the right to a healthy environment require consideration of ethanol's environmental risks, including its contributions to greenhouse gas emissions.&nbsp;<br><br></div><div>In 2017 Mexico's Energy Regulatory Commission modified a fuel rule to allow a maximum of 10% ethanol in gasoline sales, up from 5.8%. The modified rule would have applied nationwide, with exceptions for Mexico's three largest cities, where air pollution is of particular concern. The Supreme Court invalidated the measure, citing the potential for higher levels of pollution with a greater maximum ethanol content, including the potential for increased greenhouse gas emissions. The Court recognized that the measure could lower the cost of fuel, but determined that economic considerations must be balanced against the right to a healthy environment and Mexico's commitment to reduce greenhouse gas emissions as a signatory of the Paris Agreement. The Court concluded that a measure carrying significant environmental risks must be evaluated using the best scientific information available and should not be enacted without public participation. In reaching this conclusion, the Court cited the right to consultation in environmental matters as well as the precautionary principle.\"
7475,Youth v. Government of Mexico,Mexico,MEX,District Court in Administrative Matters,,Adaptation;Mitigation,Youth sought climate action by federal government.,General Law on Climate Change|http://climate-laws.org/geographies/mexico/laws/general-law-on-climate-change,Mexican constitution|http://www.diputados.gob.mx/LeyesBiblio/pdf_mov/Constitucion_Politica.pdf,Economy-wide,15 anonymous youth|individual,Mexico|government,"",02/09/2020|Case filed,"On September 2, 2020, fifteen young people from the State of Baja, California filed a federal lawsuit against the Mexican Government. According to the plaintiffs, the lawsuit was filed and admitted in a District Court in Administrative Matters and asks that the Mexican government issue regulations and public policies derived from the General Law on Climate Change and the Mexican Constitution. The General Law on Climate Change was passed in 2012 but, according to the plaintiffs, there are no regulations or public policies to implement the statute."
7491,Greenpeace Mexico v. Ministry of Energy and Others (on the Energy Sector Program),Mexico,MEX,District Court in Administrative Matters,,Adaptation;Mitigation,Whether Mexico's energy sector policy violates human rights by promoting fossil fuels at the expense of renewables,2020-2024 Energy Sector Program|http://climate-laws.org/geographies/mexico/policies/2020-2024-energy-sector-program,"",Energy,Greenpeace Mexico|ngo,Mexico|government,"",20/08/2020|Complaint filed;21/09/2020|temporary suspension,"On August 20, 2020, Greenpeace Mexico filed a complaint in the District Court in Mexico City against Mexico's new Energy Sector Program for 2020-2024. The Program was finalized on July 8, 2020. The complaint alleges that the Program violates human rights - including the right to a healthy environment and right of access to electricity based on renewable sources - by promoting fossil fuel use at the expense of investments in renewable energy, greenhouse gas emissions reduction, and adaptation. On September 21 the Court stayed the Program pending resolution of the case.<br><br>On September 21, 2020, the Court issued a preliminary injunction temporarily suspending the program pending resolution of the case. The Court suspended the program, in part, because it prioritized fossil fuels in a way that could constitute imminent danger that is difficult to repair."
7509,Greenpeace Mexico v. Ministry of Energy and Others (on the National Electric System policies),Mexico,MEX,"First Circuit Collegiate Tribunal, District Court in Administrative Matters",Amparo No. 104/2020,Mitigation,Whether National Electric System policies are unconstitutional for discriminating against renewables.,"Decree issuing the Electricity Industry Law, the Geothermal Energy Law and amending the Law on National Waters|http://climate-laws.org/geographies/mexico/laws/decree-issuing-the-electricity-industry-law-the-geothermal-energy-law-and-amending-the-law-on-national-waters;General Law on Climate Change|http://climate-laws.org/geographies/mexico/laws/general-law-on-climate-change",Mexican constitution|http://www.diputados.gob.mx/LeyesBiblio/pdf_mov/Constitucion_Politica.pdf,Energy,Greenpeace Mexico|ngo,Ministry of Energy of Mexico|government,"",25/05/2020|Filing||;23/06/2020|preliminary injunction to suspend||;17/11/2020|Main hearing held by District Court||,"On May 25, 2020, Greenpeace Mexico filed a lawsuit against the Mexican government contesting the constitutionality of two electricity sector policies that would limit renewables. Greenpeace Mexico asked the Administrative Court to declare the policies unconstitutional for violating the rights to a healthy environment and sustainable development and for obstructing Mexico's compliance with its international commitments to tackle climate change. The two policies challenged were the National Centre of Energy Control (CENACE) Agreement ""to ensure the efficiency, quality, reliability, continuity and safety of the National Electric System, on the occasion of the COVID-19 epidemic"" and the Ministry of Energy policy of ""Reliability, Security, Continuity and Quality in the National Electrical System."" The former ordered the suspension of certain wind and photovoltaic power plants in operation or on the approval stage prior to commercial operation. The latter supported the CENACE Agreement's suspension of renewable energy power plant operation and the promotion of oil-based power generation. Greenpeace filed the case in the Mexico City's Second District Administrative Court Specialized in Economic Competition, Broadcasting, and Telecommunications.<br><br></div><div>On June 23, 2020, the district court issued a preliminary injunction to suspend the effects of the contested acts. On November 17, 2020, the district court held its main hearing. The Court then issued its judgment that the public policies were unlawfully modifying the rules of the energy market, and were violating the right to a healthy environment of Mexicans. The government appealed the decision to the First Circuit Collegiate Tribunal.<br><br></div><div>The Court decided the contested acts were unconstitutional. First, authorities were not competent to issue the policies. Furthermore, the policies violate the human right to a healthy environment, as well as (i) the United Nations Framework Convention on Climate Change, (ii) the Kyoto Protocol, and (iii) the Paris Agreement (all ratified by Mexico), by imposing a policy that displaces renewable energies, which prevents Mexico from meeting the greenhouse gas (GHG) emission reductions targets to which it committed. The Court considered that the production and consumption of fossil fuels affect the environment to a greater extent, due to the amount of GHG and compounds they produce. The implementation of its provisions undoubtedly implies a risk of damage to the right to a healthy environment, since it encourages the operation of conventional power plants that generate a greater amount of emissions that pollute the environment. The risk of environmental damage is projected in both dimensions (individual and collective), since, on the one hand, it can affect individual health of people and, on the other hand, it does not contribute to mitigate the effects of climate change, which impacts on the universal interest owed to present and future generations to preserve and protect natural resources. Finally, the policies also imply the implementation of regressive measures in relation to the right to a healthy environment, because instead of contributing to increase the goals of minimum participation of clean energies in the generation of electric energy, they reduce or inhibit their progress. The principles upon which the judge based his decision are: (i) in dubio pro natura, (ii) civic participation, (iii) non-regression principle and, (iv) the inclusion of future generations in the notion of progress (any unjustified and significant decrease in the level of environmental protection achieved will affect the heritage to be passed on to the next generation).<br><br>"
7587,Greenpeace v. Instituto Nacional de Ecología y Cambio Climático and Others,Mexico,MEX,Eleventh Collegiate Court of the First Circuit in Administrative Matters,"",Mitigation,Whether Mexico’s revised NDC violated human rights law for being regressive.,General Law on Climate Change|http://climate-laws.org/geographies/mexico/laws/general-law-on-climate-change,Mexican constitution|http://www.diputados.gob.mx/LeyesBiblio/pdf_mov/Constitucion_Politica.pdf,Economy-wide,Greenpeace|ngo,Instituto Nacional de Ecología y Cambio Climático and Others|government,"",09/03/2021|Filing Date||;14/07/2021|Court Issued Judgment||;30/07/2021|Appeal Filed ||,"On March 9, 2021, Greenpeace filed an amparo, an emergency proceeding, against the National Institute of Ecology and Climate Change, the Inter-secretarial Commission on Climate Change, the Secretariat of Environment and Natural Resources, the Council of Climate Change, and the Mexican President, challenging Mexico’s revised Nationally Determined Contributions (NDC). The NGO argued that the NDC failed to respect the principle of non-regression in human rights law. In its original 2015 NDC, Mexico committed to a 22% reduction in GHG emissions by 2030 as compared to 2000 levels. In the revised NDC presented in December 2020, Mexico raised the baseline against which the GHG emission reduction is measured. Greenpeace argued that the updated NDC would effectively cause the additional emission of 14 million tons of CO2e; (ii) eliminate the peak of GHG emissions stipulated for 2026; (iii) rule out the 50% reduction target for 2050, which would nullify the mitigation horizon in the medium and long term. Greenpeace asked the court to suspend the effects of the 2020 NDC.&nbsp;<br><br></div><div>On July 14, 2021, the Judge ruled against Greenpeace. On July 30, 2021, Greenpeace appealed the decision. Neither the Court’s reasoning nor the plaintiff’s arguments are public yet. However, the court failed to notify the Eleventh Collegiate Court of the First Circuit in Administrative Matters, which was deciding the matter of the injunction to suspend the effects of the contested acts.&nbsp;<br><br></div><div>On September 21, 2021, the Eleventh Collegiate Court of the First Circuit in Administrative Matters (not knowing of the previous decision) decided to suspend Mexico’s 2020 NDC. The court considered Mexico’s mitigation commitments to be regressive, in violation of the law. In its place, Mexico’s 2015 commitments on mitigation and adaptation for the 2020-2030 period apply. Since there is a pending appeal filed in July, which is contrary to the collegiate's decision, the injunction remains in effect until a superior court rules on the Judge's decision.<br><br>"
7595,"Nuestros Derechos al Futuro y Medio Ambiente Sano et. al., v. Mexico (Unconstitutionality of the reform to the Electric Industry Law)",Mexico,MEX,First Circuit Collegiate Tribunal; District Court in Administrative Matters,Amparo No. 204/2021,Adaptation,Whether the amendment of Mexico’s Electric Industry Law violates the constitutional right to a healthy environment by giving preference to electricity generated by coal and fuel oil-fired power plants over renewables.,"Decree issuing the Electricity Industry Law, the Geothermal Energy Law and amending the Law on National Waters|http://climate-laws.org/geographies/mexico/laws/decree-issuing-the-electricity-industry-law-the-geothermal-energy-law-and-amending-the-law-on-national-waters;General Law on Climate Change|http://climate-laws.org/geographies/mexico/laws/general-law-on-climate-change;Energy Transition Law|http://climate-laws.org/geographies/mexico/laws/energy-transition-law",Paris Agreement|,Energy,Nuestros Derechos al Futuro y Medio Ambiente Sano et. al|individual_ngo,Mexico|government,"",24/03/2021|Petition Filed||;07/04/2021|Judge's Decision Appealed|Mexican government and Congress appealed District Judge's decision to admit claim|;07/04/2021|Injunction Granted|District Court issued an injunction to suspend the effects of the contested amendments |;22/04/2021|Injunction Appealed|Mexican congress appealed District Court's decision to grant an injunction against the contested amendments. |,"On March 24, 2021, five civil associations (Nuestros Derechos al Futuro y Medio Ambiente Sano A.C.; Alianza Juvenil por la Sostenibilidad, A.C.; Naj Hub, A.C.; Consejo Interuniversitario Nacional de Estudiantes de Derecho, A.C.; and Ágora Ciudadanos Cambiando México, A.C.), with the support of the #JóvenesPorNuestroFuturo collective, made up of more than 20 youth groups, filed a lawsuit against the Mexican Congress and the President of Mexico challenging the 2021 amendments of the Electric Industry Law.&nbsp;<br><br></div><div>The amendments, in general: (i) eliminate the obligation to dispatch the cheapest energy first and give priority in the process to the Federal Electricity Commission’s (CFE) coal and fuel oil-fired power plants, and (ii) eliminate the purchase of basic electricity by the CFE through long-term auctions. Before the amendments, the energy purchased in the auctions and the energy dispatched first was primarily renewable energy.<br><br></div><div>The plaintiffs argue that the Mexican State is constitutionally obligated to mitigate and adapt to climate change, which necessarily implies designing and implementing an energy policy that favors the gradual substitution of fossil fuels for renewable energy. The obligation to transition from fossil fuels to renewable energy in the generation of electricity is based on Article 25 of the Constitution, in connection with the 17th and 18th transitory articles of the Decree of Constitutional Energy Reforms of 2013.<br><br></div><div>The plaintiffs argue that the challenged amendments violate the constitutional right to a healthy environment found in Article 4. Specifically, the plaintiffs claim that the transition to renewables in the electricity sector guarantees the exercise of the right to a healthy environment and is a necessary condition for Mexico to comply with its international commitments under the Paris Agreement. In its Nationally Determined Contribution (NDC), Mexico committed to a 22% reduction of GHG emissions by 2030, and the transition to renewables formed a critical piece of this commitment. The plaintiffs requested the judge to declare the amendments unconstitutional and to force the responsible authorities to comply with their constitutional obligations regarding energy transition and climate change mitigation policies. After the 2013 Constitutional Energy Reform, the Energy Transition Law set generation targets: 25% clean energy generation by 2018, 30% by 2021, and 35% by 2024, with the objective of significant reduction of CO2 emissions to mitigate climate change.&nbsp;<br><br></div><div>On April 7, 2021, the District Court issued an injunction to suspend the effects of the contested amendments until the court reaches a final decision on the merits of the case. The judge reasoned that the amendments could undermine the Mexican government’s duty to transition towards renewable energy. This duty is mainly established in the 18th Transitory Article of the Decree of Constitutional Energy Reforms of 2013. The judge also noted that, in the Energy Reform of 2013, the legislators agreed that the use of clean energies will enable the Mexican State to work towards its international climate and environmental commitments (specifically, the Paris Agreement and the 2030 Sustainable Development Goals). The Court reasoned that compliance with the international commitments could be hindered by the amendments, because of the limits they place on the generation of clean energies.&nbsp;<br><br></div><div>On April 7, 2021, the Mexican government and congress appealed the decision of the District Judge to admit the claim. On April 22, 2021, the Mexican congress appealed the injunction granted by the District Court. Both appeals are pending resolution by the appellate Collegiate Court.<br><br>"
7596,"Julia Habana et. al., v. Mexico (Unconstitutionality of the reform to the Electricity Industry Law)",Mexico,MEX,"First Circuit Collegiate Tribunal, Mexico;  District Court in Administrative Matters, Mexico; Supreme Court of Mexico",Amparo No. 210/2021,Adaptation;Mitigation,Whether the amendment of Mexico’s Electric Industry Law violates the constitutional right to a healthy environment by giving preference to electricity generated by coal and fuel oil-fired power plants over renewables.,"Decree issuing the Electricity Industry Law, the Geothermal Energy Law and amending the Law on National Waters|http://climate-laws.org/geographies/mexico/laws/decree-issuing-the-electricity-industry-law-the-geothermal-energy-law-and-amending-the-law-on-national-waters;General Law on Climate Change|http://climate-laws.org/geographies/mexico/laws/general-law-on-climate-change;Energy Transition Law|http://climate-laws.org/geographies/mexico/laws/energy-transition-law",Paris Agreement|;Mexican constitution|http://www.diputados.gob.mx/LeyesBiblio/pdf_mov/Constitucion_Politica.pdf,Energy,Julia Habana et. al. (214 plaintiffs)|individual,Mexico|government,"",24/03/2021|Petition Filed||;26/03/2021|Case dismissed||,"On March 24, 2021, 214 young people aged between 15 and 28 years old filed a lawsuit against the Mexican Congress and the President of Mexico challenging the amendments to the 2021 Electric Industry Law. The amendments, in general: (i) eliminate the obligation to dispatch the cheapest energy first and give priority in the process to the Federal Electricity Commission’s (CFE) coal and fuel oil-fired power plants, and (ii) eliminate the purchase of basic electricity by the CFE through long-term auctions. Before the amendments, the energy purchased in the auctions and the energy dispatched first was primarily renewable energy. This case raises the same claims as <a href=""http://climatecasechart.com/climate-change-litigation/non-us-case/nuestros-derechos-al-futuro-y-medio-ambiente-sano-et-al-v-mexico-unconstitutionality-of-the-reform-to-the-electric-industry-law/"">Nuestros Derechos al Futuro y Medio Ambiente Sano et. al., v. Mexico</a>, with youth acting as plaintiffs, rather than civil associations.&nbsp;<br><br></div><div>The plaintiffs argue that the Mexican State is constitutionally obligated to mitigate and adapt to climate change, which necessarily implies designing and implementing an energy policy that favors the gradual substitution of fossil fuels for renewable energy. The obligation to transition from fossil fuels to renewable energy in the generation of electricity is based on Article 25 of the Constitution, in connection with the 17th and 18th transitory articles of the Decree of Constitutional Energy Reforms of 2013.<br><br></div><div>The plaintiffs argue that the challenged amendments violate the constitutional right to a healthy environment found in Article 4. Specifically, the plaintiffs claim that the transition to renewables in the electricity sector guarantees the exercise of the right to a healthy environment and is a necessary condition for Mexico to comply with its international commitments under the Paris Agreement. In its Nationally Determined Contribution (NDC), Mexico committed to a 22% reduction of GHG emissions by 2030, and the transition to renewables formed a critical piece of this commitment. The plaintiffs requested the judge to declare the amendments unconstitutional and to force the responsible authorities to comply with their constitutional obligations regarding energy transition and climate change mitigation policies. After the 2013 Constitutional Energy Reform, the Energy Transition Law set generation targets: 25% clean energy generation by 2018, 30% by 2021, and 35% by 2024, with the objective of significant reduction of CO2 emissions to mitigate climate change.&nbsp;<br><br></div><div>On March 26, 2021, the District Court in Administrative Matters dismissed the case for a lack of standing. In Mexico, to file an amparo lawsuit (as in this case), the plaintiffs must prove that they have a personal, qualified, current, real, and legally relevant interest, which can be translated, if successful, into a legal benefit in favor of the plaintiff. The plaintiffs must prove that they are in a situation that differentiates them from the rest of society, and they must prove that their human rights are being directly affected.<br><br></div><div>The Court reasoned that the plaintiffs did not meet this standard, because the negative effects that the plaintiffs could suffer as a consequence of the environmental damage do not place them in a special situation or give them a differentiated grievance. In other words, these consequences would be suffered by any Mexican, and not by the plaintiffs in particular.<br><br></div><div>On April 9, 2021, the plaintiffs appealed the decision to the Collegiate Tribunal arguing that they are in a special situation in the legal system and, therefore, have a differentiated grievance from the rest of the society. The plaintiffs, as young people, argue that they will suffer greater consequences of climate change in the future, and therefore have a particular interest in defending their right to a healthy environment. Not recognizing their legal standing to demand effective climate change mitigation policies from their authorities means, in practice, closing the doors of access to constitutional justice.<br><br></div><div>On May 12, 2021, the plaintiffs filed a Request to the Supreme Court of Justice to exercise the power of attraction (Solicitud de Ejecricio de la Facultad de Atracción or SEFA in Spanish) to request the Circuit Collegiate Tribunal to send the appeal to the Supreme Court of Justice. The appeal is based on the legal standing of young people in environmental cases to collectively demand action in case of a violation of the right to a healthy environment, in particular the right to a safe climate. This is the first case to reach the Mexican Supreme Court making the claim that young people have legal standing to sue the State in climate change cases, because young people are the ones who will suffer greater climate consequences in the future.<br><br></div><div>On June 29, 2022, the Supreme Court decided to hear the appeal. The appeal’s decision is pending.<br><br>"
7629,Ruling on the constitutionality of state “green taxes” in Zacatecas,Mexico,MEX,Supreme Court,Amparo en Revisión 888/2018,Mitigation,Whether a tax on GHG emissions instituted by the State of Zacatecas was unconstitutional.,General Law on Climate Change|http://climate-laws.org/geographies/mexico/laws/general-law-on-climate-change,"",Cross Cutting Area;Industry,Fernando Castañeda Ibarra|corporation,Government of Zacatecas|government,"",01/01/2017|Case filed||;31/10/2017|District Court decision||;20/02/2020|Supreme court decision||,"On December 31, 2016, the State of Zacatecas, Mexico published its 2017 Treasury Bill, Expenditure Bill and Revenue Bill. The Treasury Bill established a tax on greenhouse gas emissions (GHG) produced by stationary sources. A corporation dedicated to beer production sued the state legislature, challenging the constitutionality of the Treasury Bill of the State of Zacatecas. Specifically, the corporation argued that the State of Zacatecas was invading the national Congress’s powers by introducing the tax. On October 31, 2017, the Second District Judge in the State of Zacatecas agreed that state authorities could not tax GHG emissions without overstepping on Congress’s power. Particularly, the judge pointed to the fact that the Mexican Constitution reserves imposition of taxes on beers to federal authorities. Thus, it declared the taxes unconstitutional. State authorities appealed the decision to the appellate Collegiate Tribunal, and the Collegiate Tribunal sent the case to the Supreme Court for review.<br><br></div><div>On February 20, 2020, the Supreme Court concluded that States were not prevented from implementing taxes on GHG emissions since, as a general rule, Federal and State authorities have joint powers to establish taxes unless the Mexican Constitution reserves a specific area to the federation. The Court noted that the tax on GHG emissions under analysis was not a tax on beer production but rather on the emission, deposition, or storage of substances in the atmosphere. The Court also noted that the State had acted pursuant to its responsibilities under Mexico’s General Law on Ecologic Equilibrium and Environment Protection and the General Law on Climate Change.<br><br></div><div>Responding to other arguments from the corporation, the Court noted that the tax intended to force polluters to internalize the costs of their GHG emitting activities, and this was a valid implementation of the “polluter pays principle.” The Court also dismissed the corporation’s argument that the UNFCCC only called developed countries to take action on GHG emissions. In this sense, the Court noted that Mexican authorities have a duty to address the effects of climate change. Finally, the Court dismissed the argument that the tax was arbitrary since it only applied to GHG emissions and not to other gas emissions that also pollute the atmosphere. To do so, the Court carried out a proportionality analysis to conclude that the distinction made by the State was justified.<br><br>"
7630,Greenpeace v. Mexico (Budget reduction for combating climate change),Mexico,MEX,Supreme Court,Amparo en Revisión 526/2020,Mitigation,Whether Greenpeace could challenge a budgetary reduction of funds to combat climate change.,"","",Cross Cutting Area,Greenpeace Mexico|ngo,Government of Mexico|government,"",21/01/2019|Case filed||;06/02/2021|Case decided by Supreme Court||,"Under Mexican Law, the House of Representatives is tasked with creating expenditure and revenue bills every year. For the 2019 expenditure bill, the House of Representatives reduced funds assigned for climate change adaptation and mitigation by 36% in relation to the 2018 Expenditure Bill, according to Greenpeace. On January 21, 2019, Greenpeace Mexico challenged this reduction. On January 21, 2019, the district judge determined that the challenge was nonjusticiable since it would transgress the relativity principle under which no amparo trial decisions can have effects beyond the parties. Greenpeace appealed this decision to the appellate Collegiate Tribunal, and the appellate court in turn decided to petition the Supreme Court to resolve the case.<br><br></div><div>The Supreme Court granted review. In its resolution, the Court reasoned that granting relief to Greenpeace would not transgress the relativity principle since the principle could be reinterpreted to mean that parties can get relief even if the relief incidentally benefits a third party. The Court remarked that the relativity principle cannot be interpreted to be an obstacle in the protection of the environment. Notwithstanding, it affirmed the district court’s decision since the 2019 Expenditure Bill was no longer in force by the time the dispute arrived at the Supreme Court.<br><br>"
7631,Mexican Center for Environmental Law (CEMDA) v National Agency for Industrial Security and Environmental Protection in the Hydrocarbon Sector (ASEA),Mexico,MEX,Circuit Court,"Amparo 751/2020 (district court), Amparo en Revisión 328/2021 (circuit court)",Mitigation,Whether the modification of the period to submit the programs for control and prevention of methane emissions in the hydrocarbon sector is unconstitutional.&nbsp;,"","",Energy;Industry,Mexican Center for Environmental Law (CEMDA) |ngo,National Agency for Industrial Security and Environmental Protection in the Hydrocarbon Sector (ASEA)|government,"",07/08/2020|Case filed||;23/08/2021|Case dismissed and appealed||,"In June 29, 2016, Mexico made a joint declaration with the governments of Canada and the United States pledging to reduce methane emissions by between 40 and 45% by 2025. Mexico, through the National Agency for Industrial Security and Environmental Protection in the Hydrocarbon Sector (ASEA) and the Ministry of Environment and Natural Resources (SEMARNAT), adopted its national guidelines for the integral prevention and control of methane emissions from the hydrocarbon sector as a way to implement this decision. The guidelines stipulate that any entity or person regulated by ASEA, like private companies or state-owned companies in the hydrocarbon sector, must establish a program for the monitoring, prevention, and control of methane emissions for both new and existing facilities. Originally, the guidelines ordered regulated entities to draft their programs within 12 months of the beginning of operations for new facilities or those still under construction and within 12 months of the guideline’s coming into force for existing facilities. The new guidelines gave regulated entities a 3-month period to turn in their respective programs after they were drafted. However, in June 2020, the 3-month period outlined previously was expanded to 19 months. On August 7, 2020, the Mexican Center for Environmental Law (CEMDA) challenged the modification for the submission of programs by suing ASEA and SEMARNAT.&nbsp;<br><br></div><div><br></div><div>On August 23, 2021, the district court ruled that CEMDA lacked legal standing to challenge the decision since the modification did not cause a special injury to the organization. This decision was appealed and brought to the Third Collegiate Tribunal for Administrative Matters of the First Circuit. Since the suit was dismissed by the district court, the arguments on the merits are not public yet.&nbsp;<br><br>On March 17, 2022, the Collegiate Tribunal confirmed the district court’s ruling, deciding that CEMDA lacked legal standing to challenge the modifications. Therefore, the case was dismissed.<br><br>"
7632,Ruling on Constitutionality of “green taxes” in Baja California,Mexico,MEX,Circuit Court,Amparo en Revisión 464/2021,Mitigation,"Whether Baja California’s tax on the sale of gasoline, diesel and gas was unconstitutional.","","",Energy;Transport,"","State Legislature, Baja California|government","",08/07/2021|Case granted||;08/10/2021|Case filed||;30/11/2021|Decision confirmed||,"On October 8, 2021, plaintiffs sued the legislature of the State of Baja California, challenging the validity of a tax introduced in the Treasury Bill of the State of Baja California. The rule aimed to curb greenhouse gas (GHG) emissions by taxing gasoline, diesel, and gas sales. On July 8, 2021, the Eighth District Judge in the State of Baja California struck down the tax after reasoning that the tax invaded Congress’s exclusive authority to impose taxes on gasoline and other fuels. State authorities appealed the decision.<br><br></div><div>On November 30, 2021, The Fifth Collegiate Tribunal of the Fifteenth Circuit affirmed the decision, noting that while the Supreme Court has recognized the validity of imposing taxes on greenhouse gas emissions, the method that the State of Baja California had chosen to quantify the tax (based on sales of gasoline, diesel, or gas) encroached upon Congress’s exclusive authority to tax the sale of such fuels.<br><br>"
7633,Challenge to the constitutionality of amendments to the rules governing Clean Energy Certificates,Mexico,MEX,Supreme Court,Acción de Inconstitucionalidad 64/2021,Mitigation,Whether the amendments to the Electric Industry Act are unconstitutional.,Energy Reform Package|http://climate-laws.org/geographies/mexico/laws/energy-reform-package,"",Energy,Senate minority|government,Legislature|government,"",08/04/2021|Case filed||,"On March 9, 2021, Mexico published amendments to Mexico’s Electric Industry Act. One of the amendments established that the allocation of Clean Energy Certificates will no longer be conditioned on ownership or utilities’ start date of commercial operations. On April 8, 2021, members of the Senate’s minority filed a constitutionality action challenging the constitutionality of several amendments to the Electric Industry Act, including those that change the rules of operation for Clean Energy Certificates. A constitutionality action is a special procedure in Mexican law that entitles certain state actors, like a 33% congressional minority from either the House of Representatives or the Senate, to petition the Supreme Court for abstract judicial review of laws.<br><br></div><div>On April 7, 2022, seven out of the eleven Supreme Court Justices decided that the amendments to the Electric Industry Law are unconstitutional. Among other reasonings, the Justices considered that the amendments do not comply with the principle of sustainability in the Mexican electric system, and violate the right to a healthy environment. However, eight votes were required for the law to be declared invalid. Since only seven Justices voted for the unconstitutionality of the law, the Electric Industry Law was declared valid.<br><br>Full case documents will be added as they become available.&nbsp;"
